User ID;Gender;Age;AnnualSalary;Purchased;;;;;;
74;Female;29;60500;no;;;;;;
486;Female;50;20000;si;;;;;;
937;Female;36;58500;no;;;;;;
422;Male;59;62500;si;;;;;;
359;Female;48;47500;si;;;;;;
446;Female;50;37500;si;;;;;;
231;Female;27;85500;no;;;;;;
688;Male;27;16500;no;;;;;;
370;Female;24;49500;no;;;;;;
699;Female;42;77500;si;;;;;;
122;Male;35;44500;no;;;;;;
183;Female;44;62500;no;;;;;;
484;Male;37;126500;si;;;;;;
431;Male;63;44500;si;;;;;;
697;Male;41;72500;si;;;;;;
678;Male;47;20000;si;;;;;;
899;Male;27;88000;no;;;;;;
28;Female;56;104000;si;;;;;;
313;Male;38;77500;no;;;;;;
251;Female;31;68000;no;;;;;;
93;Male;50;87500;si;;;;;;
125;Male;52;30500;si;;;;;;
811;Female;49;97500;si;;;;;;
923;Female;38;74500;no;;;;;;
352;Female;24;55000;no;;;;;;
635;Male;42;124500;si;;;;;;
519;Female;46;32000;si;;;;;;
551;Female;41;52500;no;;;;;;
374;Male;60;62500;si;;;;;;
461;Female;40;59500;no;;;;;;
714;Female;22;17500;no;;;;;;
776;Female;40;95500;si;;;;;;
295;Male;40;55500;no;;;;;;
276;Female;55;116500;no;;;;;;
602;Female;28;18500;no;;;;;;
825;Female;27;119500;no;;;;;;
705;Male;43;65500;no;;;;;;
364;Female;41;76500;no;;;;;;
528;Female;37;64500;no;;;;;;
103;Male;39;134000;si;;;;;;
60;Male;48;141000;no;;;;;;
480;Male;37;119500;si;;;;;;
73;Male;60;76500;si;;;;;;
301;Male;37;53500;no;;;;;;
839;Female;38;79500;si;;;;;;
400;Male;30;15000;no;;;;;;
340;Female;53;22500;si;;;;;;
691;Female;58;27500;si;;;;;;
247;Female;43;144500;si;;;;;;
64;Female;40;80500;si;;;;;;
24;Female;37;93000;si;;;;;;
842;Male;30;80000;no;;;;;;
497;Female;45;72500;no;;;;;;
831;Female;45;22000;si;;;;;;
436;Female;23;48000;no;;;;;;
67;Female;38;50000;no;;;;;;
737;Male;26;23500;no;;;;;;
983;Female;33;87500;no;;;;;;
218;Female;27;54000;no;;;;;;
166;Male;43;67500;no;;;;;;
454;Male;59;130000;si;;;;;;
437;Male;42;53500;no;;;;;;
732;Female;31;118000;si;;;;;;
281;Male;39;72500;no;;;;;;
827;Male;31;66000;no;;;;;;
589;Male;35;38000;no;;;;;;
723;Female;60;84500;no;;;;;;
909;Male;38;56500;no;;;;;;
544;Male;61;146500;si;;;;;;
992;Male;26;34500;no;;;;;;
638;Male;39;127500;si;;;;;;
812;Male;36;28500;no;;;;;;
403;Male;45;67500;no;;;;;;
656;Female;48;35000;si;;;;;;
250;Male;41;63500;no;;;;;;
564;Male;21;87500;no;;;;;;
598;Female;42;90000;si;;;;;;
62;Male;25;20500;no;;;;;;
40;Male;26;86000;no;;;;;;
767;Male;37;72000;no;;;;;;
202;Female;40;72500;no;;;;;;
591;Female;60;108000;si;;;;;;
207;Male;19;53500;no;;;;;;
696;Female;54;83500;si;;;;;;
984;Male;36;60500;no;;;;;;
586;Female;41;67500;no;;;;;;
626;Female;37;33000;no;;;;;;
724;Male;54;73500;si;;;;;;
354;Male;41;53500;no;;;;;;
884;Male;56;60000;si;;;;;;
758;Male;43;150500;si;;;;;;
545;Male;49;119500;si;;;;;;
908;Female;39;61000;no;;;;;;
248;Female;23;82000;no;;;;;;
355;Female;31;63500;no;;;;;;
289;Male;35;75000;no;;;;;;
804;Female;48;145500;si;;;;;;
618;Male;39;77000;no;;;;;;
916;Female;42;73500;no;;;;;;
292;Female;33;118500;si;;;;;;
488;Female;47;49000;si;;;;;;
52;Male;40;71000;si;;;;;;
815;Female;23;28500;no;;;;;;
473;Male;41;58500;no;;;;;;
337;Female;35;47000;no;;;;;;
639;Female;40;148500;si;;;;;;
932;Male;36;76500;no;;;;;;
274;Male;46;23500;si;;;;;;
451;Male;31;108500;si;;;;;;
63;Female;55;140500;si;;;;;;
291;Female;52;41500;si;;;;;;
155;Male;40;47000;no;;;;;;
751;Male;45;106500;si;;;;;;
860;Male;36;60000;no;;;;;;
789;Male;42;73500;no;;;;;;
303;Male;52;91500;si;;;;;;
232;Male;36;118000;si;;;;;;
181;Female;47;30000;si;;;;;;
560;Male;43;66500;no;;;;;;
343;Female;58;123500;si;;;;;;
501;Female;57;122000;si;;;;;;
464;Female;49;31500;si;;;;;;
319;Male;49;75500;si;;;;;;
952;Male;37;145500;si;;;;;;
356;Female;42;64500;no;;;;;;
779;Male;45;22000;si;;;;;;
14;Male;47;60500;no;;;;;;
192;Male;39;35500;no;;;;;;
581;Female;35;26500;no;;;;;;
494;Female;22;69500;no;;;;;;
981;Male;37;34500;no;;;;;;
412;Female;61;97500;si;;;;;;
505;Female;33;60000;no;;;;;;
16;Male;55;152500;si;;;;;;
508;Male;36;54500;no;;;;;;
211;Male;39;62500;no;;;;;;
818;Male;48;35500;si;;;;;;
823;Female;32;117000;si;;;;;;
106;Male;33;19500;no;;;;;;
900;Female;21;83500;no;;;;;;
561;Male;39;72500;no;;;;;;
797;Female;41;72000;no;;;;;;
989;Female;24;27000;no;;;;;;
558;Female;51;140500;si;;;;;;
441;Male;38;71000;no;;;;;;
963;Female;52;21000;si;;;;;;
457;Male;34;43000;no;;;;;;
802;Male;48;106500;si;;;;;;
470;Female;29;28000;no;;;;;;
707;Female;59;102500;si;;;;;;
712;Female;29;47000;no;;;;;;
283;Female;50;49500;no;;;;;;
280;Male;38;75500;no;;;;;;
388;Female;36;61500;no;;;;;;
781;Female;28;59000;no;;;;;;
608;Male;43;59500;no;;;;;;
766;Male;57;74000;si;;;;;;
177;Male;36;109500;no;;;;;;
404;Female;49;139500;si;;;;;;
968;Female;34;52500;no;;;;;;
212;Female;47;141500;si;;;;;;
539;Female;35;65000;no;;;;;;
886;Male;50;107500;si;;;;;;
748;Female;41;73500;no;;;;;;
735;Male;50;90500;si;;;;;;
173;Female;56;145500;si;;;;;;
592;Female;35;57000;no;;;;;;
255;Male;40;78000;no;;;;;;
824;Female;49;34500;si;;;;;;
631;Male;25;90000;no;;;;;;
197;Male;36;33000;no;;;;;;
405;Female;48;138000;si;;;;;;
798;Male;42;54000;no;;;;;;
185;Male;51;76500;si;;;;;;
492;Male;49;65000;no;;;;;;
731;Male;46;80500;no;;;;;;
980;Male;27;20000;no;;;;;;
660;Male;39;52500;no;;;;;;
479;Female;35;97000;si;;;;;;
680;Male;47;34000;si;;;;;;
830;Female;52;38000;si;;;;;;
150;Female;49;30500;si;;;;;;
760;Female;36;26500;no;;;;;;
857;Male;26;80500;no;;;;;;
927;Female;38;34500;no;;;;;;
154;Female;48;50500;si;;;;;;
1;Male;32;100000;si;;;;;;
933;Female;40;75000;no;;;;;;
424;Female;42;81500;no;;;;;;
814;Male;41;62500;no;;;;;;
184;Female;24;83500;no;;;;;;
962;Male;52;150000;si;;;;;;
611;Female;48;133500;si;;;;;;
114;Male;41;52000;no;;;;;;
39;Male;19;83500;no;;;;;;
721;Male;29;148000;si;;;;;;
642;Female;58;101000;si;;;;;;
844;Female;36;48500;no;;;;;;
440;Male;63;85500;si;;;;;;
577;Female;35;44000;no;;;;;;
757;Male;22;81000;no;;;;;;
65;Female;24;32000;no;;;;;;
124;Female;39;71000;no;;;;;;
794;Female;31;15000;no;;;;;;
998;Female;60;77500;si;;;;;;
287;Male;32;59500;no;;;;;;
82;Female;46;23500;si;;;;;;
695;Female;39;79000;no;;;;;;
946;Male;39;60500;no;;;;;;
676;Male;42;54000;no;;;;;;
649;Female;28;87000;no;;;;;;
477;Female;45;77500;no;;;;;;
572;Male;48;33000;si;;;;;;
832;Female;31;71000;no;;;;;;
302;Male;33;121500;si;;;;;;
420;Female;27;84000;no;;;;;;
971;Male;25;56500;no;;;;;;
382;Female;30;48500;no;;;;;;
168;Female;24;67500;no;;;;;;
476;Female;54;136500;no;;;;;;
951;Female;53;104000;si;;;;;;
863;Male;38;59000;no;;;;;;
800;Female;47;23500;no;;;;;;
407;Female;28;138500;si;;;;;;
299;Female;48;134000;si;;;;;;
687;Female;44;73500;no;;;;;;
